    0.0110    4.242E+01    1.011E+00
    0.0120    6.945E+01    1.011E+00
    0.0130    1.078E+02    1.011E+00
    0.0140    1.602E+02    1.011E+00
    0.0150    2.293E+02    1.011E+00
    0.0160    3.183E+02    1.011E+00
    0.0180    5.674E+02    1.011E+00
    0.0200    9.321E+02    1.011E+00
    0.0250    2.507E+03    1.011E+00
    0.0300    5.307E+03    1.011E+00
    0.0400    1.570E+04    1.011E+00
    0.0500    3.373E+04    1.011E+00
    0.0600    6.020E+04    1.011E+00
    0.0700    9.539E+04    1.011E+00
    0.0800    1.392E+05    1.011E+00
    0.0900    1.914E+05    1.011E+00
    0.1000    2.516E+05    1.011E+00
    0.1100    3.194E+05    1.011E+00
    0.1200    3.943E+05    1.011E+00
    0.1300    4.759E+05    1.011E+00
    0.1400    5.638E+05    1.011E+00
    0.1500    6.575E+05    1.011E+00
    0.1600    7.568E+05    1.011E+00
    0.1800    9.702E+05    1.011E+00
    0.2000    1.201E+06    1.011E+00
    0.2500    1.843E+06    1.011E+00
    0.3000    2.555E+06    1.011E+00
    0.3500    3.318E+06    1.011E+00
    0.4000    4.118E+06    1.011E+00
    0.4500    4.944E+06    1.011E+00
    0.5000    5.788E+06    1.011E+00
    0.6000    7.510E+06    1.011E+00
    0.7000    9.251E+06    1.011E+00
    0.8000    1.099E+07    1.011E+00
    0.9000    1.271E+07    1.011E+00
    1.0000    1.440E+07    1.011E+00
    1.2500    1.850E+07    1.011E+00
    1.5000    2.236E+07    1.011E+00
    1.7500    2.599E+07    1.011E+00
    2.0000    2.938E+07    1.011E+00
    2.5000    3.546E+07    1.012E+00
    3.0000    4.093E+07    1.014E+00
    3.5000    4.585E+07    1.014E+00
    4.0000    5.031E+07    1.015E+00
    5.0000    5.816E+07    1.016E+00
    6.0000    6.488E+07    1.017E+00
    7.0000    7.072E+07    1.018E+00
    8.0000    7.583E+07    1.018E+00
    9.0000    8.037E+07    1.018E+00
   10.0000    8.437E+07    1.018E+00
#*%Deut2015
#    0.0010    1.1417E-08    1.0109E+00
#    0.0020    5.4702E-05    1.0109E+00
#    0.0030    3.0209E-03    1.0109E+00
#    0.0040    3.7320E-02    1.0109E+00
#    0.0050    2.2118E-01    1.0109E+00
#    0.0060    8.5459E-01    1.0109E+00
#    0.0070    2.5052E+00    1.0109E+00
#    0.0080    6.0661E+00    1.0109E+00
#    0.0090    1.2781E+01    1.0109E+00
#    0.0100    2.4243E+01    1.0109E+00
#    0.0110    4.2368E+01    1.0109E+00
#    0.0120    6.9363E+01    1.0109E+00
#    0.0130    1.0768E+02    1.0109E+00
#    0.0140    1.5998E+02    1.0109E+00
#    0.0150    2.2906E+02    1.0109E+00
#    0.0160    3.1787E+02    1.0109E+00
#    0.0180    5.6674E+02    1.0109E+00
#    0.0200    9.3103E+02    1.0109E+00
#    0.0250    2.5044E+03    1.0109E+00
#    0.0300    5.3011E+03    1.0109E+00
#    0.0400    1.5680E+04    1.0109E+00
